case_id,court_type,petition_type,decision_date,petitioner_count,petitioner_A_tag,petitioner_B_tag,petitioner_C_tag,petitioner_D_tag,subject_count,subject_A_tag,subject_B_tag,Child_counsel,child_count,child_A_tag,child_A_birthdate,child_A_age,child_A_custody,child_A_result,childA_Suspension_type,childA_Suspension_months,childA_Suspension_end_date,child_B_tag,child_B_birthdate,child_B_age,child_B_custody,child_B_result,child_B_Suspension_type,child_B_Suspension_months,child_B_Suspension_end_date,child_C_tag,child_C_birthdate,child_C_age,child_C_custody,child_C_result,child_C_Suspension_type,child_C_Suspension_months,child_C_Suspension_end_date,child_D_tag,child_D_birthdate,child_D_age,child_D_custody,child_D_result,child_D_Suspension_type,child_D_Suspension_months,child_D_Suspension_end_date,physical_abuse,neglect,medical_neglect,psychological_abuse,sexual_abuse,summary,judgment_factors
1120,家裁,親権喪失,2023-03-01,1,[母方祖母],,,,1,[母],,FALSE,1,[子],2019-05-12,3,一時保護,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,"【事案】
事件本人は、申立人との同居中は未成年者の監護を申立人に任せきりにしており、不注意により未成年者にやけどを負わせたこともある。申立人との別居後、未成年者の臀部や四肢に打撲痕が認められて事件本人又は現夫からの虐待が疑われ、一時保護がされた。一時保護は一旦解除されたものの、事件本人が、申立人に対し、現夫が未成年者を虐待した旨述べたことなどを受けて、再び一時保護がされている。
【判断】
親権者の監護養育態勢には問題が多いが、親権者は児童相談所の指導下にあり、現時点では親権喪失の要件には該当しない。","【積極】
・未成年者にやけどを負わせた
・監護・養育をほぼ行わず、外泊や昼夜逆転の生活
・現夫による虐待疑いがあり、一時保護

【消極】
・親権者が児童相談所の指導下
・現時点で親権喪失に至るほどの状況の証明なし"
1130,家裁,親権喪失,2024-08-13,1,児童相談所長,,,,2,[父],[母],FALSE,1,[子],2020-02-21,4,里親,親権喪失,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,"【事案】
母は、未成年者に対し、同居後すぐに暴力を開始し、未成年者の身体に多数の変色斑及び表皮剥脱を生じさせ、傷害罪で執行猶予判決を受けた。父は、母の暴力を把握しながら止めようとしなかった。両親は審問において、親権喪失の申立てに異議がない旨を述べた。
【判断】
母による虐待があること及び父母による親権の行使が著しく不適当であることにより、未成年者の利益を著しく害するといえ、かつ、２年以内にその原因が消滅する見込みがあるとは認められない。","【積極】
・母の未成年者に対する多数回の激しい暴行・変色斑・表皮剥脱等の傷害
・未成年者に深刻な精神的ダメージ
・父が母の暴行を把握しながら黙認同様の対応
・長期的な専門的ケアと配慮深い監護養育が必要。2年以内に原因が消滅する見込みなし

【消極】
・里親委託や施設入所による保護・再被害防止の可能性あり"
1140,家裁,親権喪失,2021-01-01,1,[母],,,,2,[養父祖父],[養母祖母],FALSE,1,[子],2011-11-11,9,寮,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
申立人は、未成年者の出生当時は、父母（未成年者の祖父母）である事件本人らと同居していたが、未成年者が１歳の時に同人を事件本人らの下に残して別居した。その後、事件本人らは、申立人が代諾して養子縁組した未成年者の養育を続け、同人が8歳の時に、遠隔地にある新設のインターナショナルスクールに編入させた。
【判断】
編入先の学校について、子の福祉の観点から特段の問題があるとは認められず、学校の選択が未成年者の意思に基づいており、生活にも適応しているから、事件本人らの親権行使が著しく不適当であるとか，未成年者の利益を害するとは認められない。","【積極】
（特になし）

【消極】
・親権者らが編入させた学校に未成年者の福祉上特段の問題なし
・未成年者本人が編入を決断、親権者らが無理強いしていない
・未成年者は寮生活に適応し、今後も同校での生活を望む"
1150,家裁,親権喪失,2024-10-11,1,[父],,,,2,[養父],[母],FALSE,1,[子],2016-05-10,8,児童養護施設,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,"【事案】
母はADHD、未成年者は自閉スペクトラム症の診断で療育手帳（B2・軽度）を有している。事件本人らは、未成年者と適切なかかわりをすることができず、児相に一時保護を依頼し、未成年者につき、一時保護を経て児童養護施設への入所措置がとられた。
【判断】
事件本人らの拒否的な言動が心理的虐待に当たるとしても、事件本人らは、未成年者との関わりの問題点を認識して支援を求めたという側面があり、未成年者の施設入所後も、関係機関の指導に応じて交流を進め、未成年者も家族との面会を心待ちにしている状況にあり、親権喪失事由はない。","【積極】
・事件本人らが、未成年者を自宅に残して外出し、児童虐待通告あり。
・親権者らは、未成年者の特性（自閉症スペクトラム症）に応じた適切な関わりができず
・一時保護の後、施設に入所してから1年以上が経過

【消極】
・問題点を自ら認識し、児相に一時保護を依頼し、児相の指導に応じて未成年者と交流
・未成年者も帰宅を望み、面会や電話を心待ちにしている。
・児相も親権喪失を求めていない"
1160,家裁,親権喪失,2023-07-18,1,児童相談所長,,,,1,[母],,FALSE,1,[子],2015-04-28,8,児童相談所,親権喪失,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,FALSE,FALSE,FALSE,"【判断】
母は重度の知的障害を持ち、日常生活にわたる介助が必要な状況であり、過去に未成年者を養育した実績がない。未成年者は心疾患を抱えており、今後の入院加療の可能性や精神科受診の予定もある。現在の状況が２年以内に解消される見込みもないため、親権喪失が子の利益に資する。","【積極】
・事件本人に重度の身体・知的障害
・事件本人の日常生活全般に介助が必要で、養育実績なし
・事件本人が医療型障害児施設に入所中
・未成年者が心室中隔欠損症の手術後経過観察中で今後入院等の加療が必要となる可能性あり
・未成年者に不眠等の精神的症状があり、児童精神科受診予定
・今後二年以内に状況が改善される見込みがない

【消極】
（特になし）"
1170,家裁,親権喪失,2025-04-03,1,[父],,,,2,[母],[養父],FALSE,3,[子A],2012-03-08,13,事件本人,却下,,,,[子B],2014-07-28,10,事件本人,却下,,,,[子C],2016-07-06,8,事件本人,却下,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
申立人と母との協議離婚後、長女及び未成年者らは母により監護されていたが、その後、長女のみ申立人により監護されるようになった。児童相談所に対し、未成年者に対する虐待の通報がされたものの、アセスメントの結果、虐待やネグレクト等は確認されなかった。未成年者らは学校生活に適応しており、健康状況や衛生状態にも特段の問題はなく、母との関係も良好である。未成年者らは、面接調査においても、現在の生活で困っていることはないと述べた。
申立人は、長女及び未成年者らの親権を母から申立人に変更する審判申立てをしたところ、係属中に母は養父と婚姻して養子縁組がされた。長女については親権者変更の調停が成立している。
※調査官調査を実施
【判断】
母及び養父の監護意欲や監護態度に特段の問題はうかがわれない。親権者母と養父との婚姻や養子縁組をについても、未成年者らが再婚について好意的に受け止めており、心情に対する配慮が欠けているとは認められない。親権停止を求める予備的申立ても却下。","【積極】
（特になし）

【消極】
・未成年者らは学校生活に適応、健康・発達・衛生に問題なし
・母の監護態度に問題なし、食事や洗濯等の世話も怠っていない
・児童相談所の調査も虐待やネグレクト認められず
・未成年者らは母を思慕し、再婚について好意的。養子縁組は未成年者らの意思に反していない
・養父の監護実績は乏しいが、虐待や遺棄等の不適切な関わりはない"
1180,家裁,親権喪失,2023-06-27,1,[母方祖父],,,,1,[母],,FALSE,1,[子],2020-03-07,3,児童相談所,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
母は、未成年者の出産後、転職を繰り返し、自宅にゴミが散乱状態になり、育児について苦言を呈した申立人の妻に対して暴言を吐いて音信不通になった。その後、未成年者が一時保護されていることが判明した。
母は、児童相談所と連絡を取り合う一方で、審問期日には出頭せず、調査官からの書面紹介にも応じなかった。児童相談所も調査嘱託に応じなかったが、申立人に対し、未成年者が元気である旨伝えた。
※調査官調査を実施
【判断】
未成年者の健康状態に問題はなく、母も児童相談所と連絡を取り合っており、未成年者の利益を害する具体的な事態が生じているとは認められない。","【積極】
・親権者が転職を繰り返し、生活基盤が不安定
・親権者と申立人との間で度々音信不通に
・自宅はゴミが散乱

【消極】
・未成年者は保育園に継続的に通園、身長・体重とも年齢相応で健康状態に問題はない
・虐待やネグレクト等の具体的な証拠はない
・児童相談所との連絡は取れている"
1190,家裁,親権喪失,2025-02-25,1,[父],,,,2,[母],[養父],FALSE,1,[子],2015-08-10,9,申立人,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
申立人は、母が未成年者を出産した当時、母と同居していたが、その時点で認知はしなかった。母は、精神的な不調や過剰服薬により入院したことがあり、申立人と別れる際も精神的に不安定になり、措置入院となった。その後、申立人は未成年者を認知し、親権者変更の調停を申し立てたが、母は、養父と婚姻し、未成年者の養子縁組をしたため、親権者変更調停は調停をしない措置となり、本件申立て（保全申立てもあり。）がされた。未成年者は、申立人の下で知人女性と生活しており、小学校には不登校で月に5回程度、オンラインで授業に参加している。
母は、治療を受けて精神的に落ち着いており、今後、養父の支援を得ながら未成年者と同居の上、同人の養育をしたい旨を述べている。
【判断】
母の養育に不十分な点があったことは窺われるものの、母が直接未成年者に対して何らかの虐待行為を行ったという主張・立証はなく、現時点で、母による親権行使が著しく困難又は不適当であることにより、未成年者の利益を著しく害する具体的な事態が生じているとは認められない。","【積極】
・長期間にわたり精神的に不安定、うつ病等の診断、過量服薬による措置入院
・学校との連絡が滞り、欠席や遅刻が多い

【消極】
・授乳・家計管理・保育園・小学校との連絡・予防接種など基本的な世話は行っていた
・未成年者の健康面に大きな問題はなく、年齢相応の発達
・虐待や悪意の遺棄を示す証拠はない
・児童相談所等からの指導・調査の形跡もない
・現在治療を継続し精神状態は落ち着き投薬量も減少"
1200,高裁,親権喪失,2022-11-29,1,[母方祖父],,,,1,[父],,FALSE,2,[子A],2008-12-22,13,申立人,却下,,,,[子B],2014-05-27,8,申立人,却下,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【判断】
抗告人は、事件本人父が長男への暴力などの虐待や、二男の養育を怠っていると主張するが、事件本人の長男に対する同居時の言動には不穏当・不適切な面があったものの、客観的資料からは虐待とまでは認められず、長男の身上監護を著しく怠っていたとも認められない。
養育費負担の意思も認められ、現状で親権の行使が著しく不適当である、または子の利益を著しく害しているとは認められない。二男についても、抗告人の主張を裏付ける資料がなく、親権喪失事由には当たらない。","【積極】
・平手や拳で叩くなどの暴力的言動
・未成年者が事件本人に対し恐れや不安を抱き、同居に否定的

【消極】
・身体に外傷を残すほどの暴力はなく、虐待とまではいえない
・小学校への送迎、面談対応などの身上監護
・養育費支払の意思・実績あり
・生活安定
・父親との同居や信頼関係再構築のための調停・話し合いが検討されていること"
1210,家裁,親権喪失,2021-01-20,1,[父],,,,2,[母],[養父],FALSE,1,[子],2015-02-28,5,その他親戚,却下,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,"【事案】
未成年者は申立人と母の離婚直後からそれぞれの実家に預けられ、居住地が複数回変わりながら監護者も頻繁に入れ替わり、監護状況は不安定であった。母は、育児への関わりが不十分な時期があり、従前の裁判手続で虚偽陳述をしたこともあったが、児童相談所の介入により、事件本人らへの支援が継続的に行われており、引き取りへの準備が進んでいる。
※調査官調査を実施。
【判断】
事件本人らによる将来の親権の行使について不安はあるものの，親権の行使が不適当であり子の利益を害するものであるとまではいえず，事件本人らの親権を喪失又は停止すべきであると判断するには至らない（予備的な親権停止の申立ても却下）。","【積極】
・住居や監護者が頻繁に変わるなど監護状況が不安定
・母が過去に虚偽陳述
・母は育児への関わりが不十分だった時期あり
・養父には面前ＤＶの履歴あり
・親権者らの収入について裏付けがなく、経済的に困窮

【消極】
・児相の支援・指導を受けており、養育意思あり
・児相は子を母方祖母に預けた後、親権者らへの引き取り調整を進めている
・頻繁な面会交流
・過去に子の監護者指定等の申立ては却下"
